pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,office7,candidate7_1,candidate7_2,office8,candidate8_1,office9,candidate9_1,candidate9_2,office10,candidate10_1,office11,candidate11_1
VANCE-20221108-SAMPLE-E-B0045-SH2_01-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0045-SH2_01-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0014-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0014-GEN.pdf,NC District Court Judge District 10D - Seat 1,Margaret Eagles,,,NC District Court Judge District 10D - Seat 2,J. Brian Ratledge,,NC District Court Judge District 10D - Seat 3,Ned W. Mangum,,NC District Court Judge District 10D - Seat 4 Unexpired term ending 2025,Rhonda Graham Young,,,,,,,,,,,,,,,,,,
GUILFORD-20221108-SAMPLE-E-B0038-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GUILFORD-20221108-SAMPLE-E-B0038-GEN.pdf,NC Superior Court Judge District 18C - Seat 1,Stuart Albright,,,NC District Court Judge District 18 - Seat 1,Marc Ross Tyrey,,NC District Court Judge District 18 - Seat 2,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0034-075-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0034-075-GEN.pdf,NC Superior Court Judge District 21A - Seat 2,Aaron J. Berlin,DISTRICT OFFICES,,NC Superior Court Judge District 21A - Seat 1,Richard S. Gottlieb,- VOTE BOTH SIDES -,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0069-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0069-GEN.pdf,NC Superior Court Judge District 26D - Seat 1,David H. Strickland,,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
VANCE-20221108-SAMPLE-E-B0043-SH1_05-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0043-SH1_05-GEN.pdf,NC District Court Judge District 9B - Seat 1,Ben Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0079-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0079-GEN.pdf,NC Superior Court Judge District 26D - Seat 1,David H. Strickland,,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
MECKLENBURG-20221108-SAMPLE-E-B0101-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0101-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
WAYNE-20221108-SAMPLE-E-B0046-23_03-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0046-23_03-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
WATAUGA-20221108-SAMPLE-U-B0002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WATAUGA-20221108-SAMPLE-U-B0002-GEN.pdf,NC District Court Judge District 24 - Seat 1,Matt Rupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0033-NV_05-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0033-NV_05-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0097-802-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0097-802-GEN.pdf,NC District Court Judge District 21 - Seat 2,Fred Adams,,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0006-017-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0006-017-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0016-042-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0016-042-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0121-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0121-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0059-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0059-GEN.pdf,NC District Court Judge District 10B - Seat 1,David K. Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0062-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0062-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0072-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0072-GEN.pdf,NC Superior Court Judge District 12C - Seat 2,George R. (Robby) Hicks,Mark Sternlicht,,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,,,,,,,
WAKE-20221108-SAMPLE-U-B0049-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0049-GEN.pdf,NC District Court Judge District 10B - Seat 1,David K. Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILKES-20221108-SAMPLE-E-B0002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WILKES-20221108-SAMPLE-E-B0002-GEN.pdf,NC Superior Court Judge District 23 - Seat 1,Michael D. Duncan,,,NC District Court Judge District 23 - Seat 2,William (Bill) Brooks,,NC District Court Judge District 23 - Seat 3,Laura Byrd Luffman,,NC District Court Judge District 23 - Seat 1,Robert (Rob) Crumpton,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,
ONSLOW-20221108-SAMPLE-V-B0008-HM05_-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ONSLOW-20221108-SAMPLE-V-B0008-HM05_-GEN.pdf,NC Superior Court Judge District 4 -Seat 2,Bob Roupe,Republican Party,,NC District Court Judge District 4 -Seat 1,Mario White,Democratic Party,NC District Court Judge District 4 -Seat 2,Morgan H. Swinson,,,,,,,,,,,,,,,,,,,,,
ROWAN-20221108-SAMPLE-E-B0030-SPENCER-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ROWAN-20221108-SAMPLE-E-B0030-SPENCER-GEN.pdf,NC Superior Court Judge District 19C - Seat 1,Michael Adkins,- VOTE BOTH SIDES -,,NC District Court Judge District 19C - Seat 1,Chris Sease,,NC District Court Judge District 19C - Seat 2,Beth Dixon,,NC District Court Judge District 19C - Seat 3,Cynthia Dry,,NC District Court Judge District 19C - Seat 4,James Randolph,,,,,,,,,,,,,,,
PERQUIMANS-20221108-SAMPLE-E-B0002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/PERQUIMANS-20221108-SAMPLE-E-B0002-GEN.pdf,NC Superior Court Judge District 1 - Seat 1,Eula E. Reid,R. Andrew Womble,- VOTE BOTH SIDES -,NC District Court Judge District 1 - Seat 1,Robert P. Trivette,,NC District Court Judge District 1 - Seat 2,Jeff Moreland,,NC District Court Judge District 1 - Seat 3,Meader Harriss,,,,,,,,,,,,,,,,,,
GUILFORD-20221108-SAMPLE-E-B0017-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GUILFORD-20221108-SAMPLE-E-B0017-GEN.pdf,NC District Court Judge District 18 - Seat 1,Marc Ross Tyrey,,,NC District Court Judge District 18 - Seat 2,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20221108-SAMPLE-E-B0007-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GUILFORD-20221108-SAMPLE-E-B0007-GEN.pdf,NC Superior Court Judge District 18C - Seat 1,Stuart Albright,,,NC District Court Judge District 18 - Seat 1,Marc Ross Tyrey,,NC District Court Judge District 18 - Seat 2,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0010-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0010-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
SURRY-20221108-SAMPLE-E-B0008-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/SURRY-20221108-SAMPLE-E-B0008-GEN.pdf,NC District Court Judge District 17B - Seat 3,Marion M. Boone,,,NC District Court Judge District 17B - Seat 1,Gretchen Hollar Kirkman,,NC District Court Judge District 17B - Seat 2,Tom Langan,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
DURHAM-20221108-SAMPLE-U-B0013-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/DURHAM-20221108-SAMPLE-U-B0013-GEN.pdf,NC District Court Judge District 14 - Seat 5,Clayton Jones,,,NC District Court Judge District 14 - Seat 6,Amanda L. Maris,,NC District Court Judge District 14 - Seat 1,Dave Hall,,NC District Court Judge District 14 - Seat 2,Doretta L. Walker,,NC District Court Judge District 14 - Seat 3,Kevin E. Jones,,NC District Court Judge District 14 - Seat 4,Dorothy Hairston Mitchell,,,,,,,,,,,,
CABARRUS-20221108-SAMPLE-E-B0009-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CABARRUS-20221108-SAMPLE-E-B0009-GEN.pdf,NC Superior Court Judge District 19A - Seat 1,Martin B. (Marty) McGee,- VOTE BOTH SIDES -,,NC District Court Judge District 19A - Seat 1,Christy E. Wilhelm,,NC District Court Judge District 19A - Seat 2,Beth Street,Juanita Boger-Allen,NC District Court Judge District 19A - Seat 3,Steve Grossman,,NC District Court Judge District 19A - Seat 4,Brent Cloninger,,,,,,,,,,,,,,,
DURHAM-20221108-SAMPLE-U-B0003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/DURHAM-20221108-SAMPLE-U-B0003-GEN.pdf,NC Superior Court Judge District 14B - Seat 1,Brian C. Wilks,,,NC District Court Judge District 14 - Seat 4,Dorothy Hairston Mitchell,,NC District Court Judge District 14 - Seat 5,Clayton Jones,,NC District Court Judge District 14 - Seat 6,Amanda L. Maris,,NC District Court Judge District 14 - Seat 1,Dave Hall,,NC District Court Judge District 14 - Seat 2,Doretta L. Walker,NC District Court Judge District 14 - Seat 3,Kevin E. Jones,,,,,,,,,,
BLADEN-20221108-SAMPLE-U-B0003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/BLADEN-20221108-SAMPLE-U-B0003-GEN.pdf,NC District Court Judge District 13 - Seat 2,Quintin McGee,Bryan Wilson,,NC District Court Judge District 13 - Seat 7,Sarah McPherson,,NC District Court Judge District 13 - Seat 1,"Will M. Callihan, Jr.",,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0082-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0082-GEN.pdf,NC District Court Judge District 10E - Seat 1,Sam Hamadani,,,NC District Court Judge District 10E - Seat 2,Louis Meyer,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0092-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0092-GEN.pdf,NC District Court Judge District 10E - Seat 1,Sam Hamadani,,,NC District Court Judge District 10E - Seat 2,Louis Meyer,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0001-CC_01-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0001-CC_01-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20221108-SAMPLE-E-B0003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/DAVIDSON-20221108-SAMPLE-E-B0003-GEN.pdf,NC Superior Court Judge District 22B - Seat 1,Robert A. Broadie,- VOTE BOTH SIDES -,,NC District Court Judge District 22B - Seat 1,Mary F. Covington,,NC District Court Judge District 22B - Seat 2,Jon Myers,,NC District Court Judge District 22B - Seat 3,Carlton Terry,,NC District Court Judge District 22B - Seat 4,David S. Doherty,Rosalind Baker,NC District Court Judge District 22B - Seat 5,Jon Welborn,NC District Court Judge District 22B - Seat 6,Carlos E. Jane',,,,,,,,,,
GASTON-20221108-SAMPLE-E-B0046-LOWELL-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GASTON-20221108-SAMPLE-E-B0046-LOWELL-GEN.pdf,NC Superior Court Judge District 27A - Seat 2,Jesse Caldwell,Justin Davis,,NC District Court Judge District 27A - Seat 1,Craig Collins,,NC District Court Judge District 27A - Seat 2,Gus Anthony,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0069-403-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0069-403-GEN.pdf,NC District Court Judge District 21 - Seat 2,Fred Adams,,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0063-303-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0063-303-GEN.pdf,NC District Court Judge District 21 - Seat 2,Fred Adams,,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0051-132-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0051-132-GEN.pdf,NC Superior Court Judge District 21A - Seat 2,Aaron J. Berlin,DISTRICT OFFICES,,NC Superior Court Judge District 21A - Seat 1,Richard S. Gottlieb,- VOTE BOTH SIDES -,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,,,,,,,,,
ORANGE-20221108-SAMPLE-U-B0001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ORANGE-20221108-SAMPLE-U-B0001-GEN.pdf,NC Superior Court Judge District 15B - Seat 2,Allen Baddour,,,NC Superior Court Judge District 15B - Seat 1,Alyson A. Grine,,NC District Court Judge District 15B - Seat 1,C. Todd Roper,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20221108-SAMPLE-E-B0031-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GUILFORD-20221108-SAMPLE-E-B0031-GEN.pdf,NC District Court Judge District 18 - Seat 1,Marc Ross Tyrey,,,NC District Court Judge District 18 - Seat 2,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0026-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0026-GEN.pdf,NC Superior Court Judge District 12C - Seat 2,George R. (Robby) Hicks,Mark Sternlicht,,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0036-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0036-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
GUILFORD-20221108-SAMPLE-E-B0021-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GUILFORD-20221108-SAMPLE-E-B0021-GEN.pdf,NC Superior Court Judge District 18C - Seat 1,Stuart Albright,,,NC District Court Judge District 18 - Seat 1,Marc Ross Tyrey,,NC District Court Judge District 18 - Seat 2,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0094-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0094-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
